,Data_ped,Data_env,Modo de envio,Nome do cliente,Cidade,ID do produto,Categoria,Subcategoria,Nome do produto,Vendas,ano,mes,dia
151,2017-03-13,2017-03-16,First Class,Tamara Willingham,Scottsdale,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,2017,March,13
152,2017-03-13,2017-03-16,First Class,Tamara Willingham,Scottsdale,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18400000000003,2017,March,13
153,2016-05-31,2016-06-02,First Class,Stephanie Phelps,San Jose,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,2016,May,31
154,2016-05-31,2016-06-02,First Class,Stephanie Phelps,San Jose,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,2016,May,31
155,2016-05-31,2016-06-02,First Class,Stephanie Phelps,San Jose,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,2016,May,31
156,2016-05-28,2016-06-03,Standard Class,Neil Knudson,Seattle,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,2016,May,28
157,2015-03-01,2015-03-06,Second Class,Dave Brooks,Seattle,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.56800000000004,2015,March,1
158,2017-11-20,2017-11-24,Standard Class,Nora Paige,Edmond,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2017,November,20
159,2017-11-20,2017-11-24,Standard Class,Nora Paige,Edmond,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,2017,November,20
160,2017-05-11,2017-05-12,First Class,Ted Trevino,Los Angeles,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,2017,May,11
161,2016-12-28,2016-12-31,Second Class,Eric Murdock,Philadelphia,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38399999999999,2016,December,28
162,2017-11-16,2017-11-20,Standard Class,Ruben Dartt,Carlsbad,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,2017,November,16
163,2017-11-07,2017-11-11,Standard Class,Max Jones,Seattle,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2017,November,7
164,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,2015,September,8
165,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.951999999999,2015,September,8
166,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,2015,September,8
167,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,2015,September,8
168,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,2015,September,8
169,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,2015,September,8
170,2015-09-08,2015-09-12,Standard Class,Becky Martin,San Antonio,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,2015,September,8
171,2015-08-05,2015-08-09,Standard Class,Chad Sievert,Los Angeles,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,2015,August,5
172,2015-08-05,2015-08-09,Standard Class,Chad Sievert,Los Angeles,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2015,August,5
173,2015-08-05,2015-08-09,Standard Class,Chad Sievert,Los Angeles,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,2015,August,5
174,2015-09-14,2015-09-19,Standard Class,Jennifer Braxton,Chicago,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2015,September,14
175,2015-09-14,2015-09-19,Standard Class,Jennifer Braxton,Chicago,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,2015,September,14
176,2018-04-21,2018-04-25,Second Class,Shirley Jackson,Houston,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,2018,April,21
177,2016-11-21,2016-11-23,Second Class,Joel Eaton,Newark,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.80199999999996,2016,November,21
178,2016-11-21,2016-11-23,Second Class,Joel Eaton,Newark,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,2016,November,21
179,2016-12-15,2016-12-19,Standard Class,Jim Kriz,New York City,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,2016,December,15
180,2015-12-05,2015-12-09,Second Class,David Kendrick,Decatur,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2015,December,5
181,2015-12-05,2015-12-09,Second Class,David Kendrick,Decatur,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,2015,December,5
182,2015-11-19,2015-11-24,Second Class,Robert Marley,Monroe,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,2015,November,19
183,2015-11-19,2015-11-24,Second Class,Robert Marley,Monroe,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,2015,November,19
184,2015-11-19,2015-11-24,Second Class,Robert Marley,Monroe,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2015,November,19
185,2017-11-28,2017-12-02,Standard Class,Sally Knutson,Fairfield,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2017,November,28
186,2015-08-26,2015-08-30,Standard Class,Frank Merwin,Los Angeles,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,2015,August,26
187,2017-07-16,2017-07-22,Standard Class,Alice McCarthy,Grand Prairie,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224000000000004,2017,July,16
188,2017-07-16,2017-07-22,Standard Class,Alice McCarthy,Grand Prairie,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,2017,July,16
189,2016-10-12,2016-10-14,First Class,Mark Packer,New York City,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.1360000000001,2016,October,12
190,2016-10-12,2016-10-14,First Class,Mark Packer,New York City,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,2016,October,12
191,2016-10-12,2016-10-14,First Class,Mark Packer,New York City,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,2016,October,12
192,2016-10-12,2016-10-14,First Class,Mark Packer,New York City,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,2016,October,12
193,2016-10-12,2016-10-14,First Class,Mark Packer,New York City,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,2016,October,12
194,2016-10-31,2016-11-06,Standard Class,Mary Zewe,Redlands,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,2016,October,31
195,2015-03-21,2015-03-25,Standard Class,Cassandra Brandow,Hamilton,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2015,March,21
196,2015-03-21,2015-03-25,Standard Class,Cassandra Brandow,Hamilton,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.047999999999999,2015,March,21
197,2018-11-06,2018-11-13,Standard Class,Valerie Mitchum,Westfield,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,2018,November,6
198,2018-07-06,2018-07-13,Standard Class,Fred Hopkins,Philadelphia,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2018,July,6
199,2018-07-06,2018-07-13,Standard Class,Fred Hopkins,Philadelphia,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.055999999999997,2018,July,6
200,2018-06-24,2018-06-29,Standard Class,Maria Bertelson,Akron,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,2018,June,24
201,2015-08-03,2015-08-05,First Class,Bruce Stewart,Denver,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2015,August,3
202,2015-08-03,2015-08-05,First Class,Bruce Stewart,Denver,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,2015,August,3
203,2018-12-17,2018-12-21,Second Class,Logan Currie,Dallas,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.28399999999999,2018,December,17
204,2018-06-03,2018-06-07,Standard Class,Heather Kirkland,Franklin,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,2018,June,3
205,2018-12-09,2018-12-14,Standard Class,Laurel Elliston,Whittier,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.76800000000003,2018,December,9
206,2018-12-01,2018-12-07,Standard Class,Joseph Holt,Saginaw,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,2018,December,1
207,2018-12-01,2018-12-07,Standard Class,Joseph Holt,Saginaw,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2018,December,1
208,2018-12-01,2018-12-07,Standard Class,Joseph Holt,Saginaw,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,2018,December,1
209,2018-12-01,2018-12-07,Standard Class,Joseph Holt,Saginaw,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,2018,December,1
210,2018-12-01,2018-12-07,Standard Class,Joseph Holt,Saginaw,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,2018,December,1
211,2016-02-09,2016-02-13,Second Class,Michael Stewart,Dallas,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2016,February,9
212,2016-01-02,2016-01-09,Standard Class,Victoria Wilson,Medina,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2016,January,2
213,2016-01-02,2016-01-09,Standard Class,Victoria Wilson,Medina,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,2016,January,2
214,2016-01-02,2016-01-09,Standard Class,Victoria Wilson,Medina,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,2016,January,2
215,2016-01-02,2016-01-09,Standard Class,Victoria Wilson,Medina,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,2016,January,2
216,2016-01-02,2016-01-09,Standard Class,Victoria Wilson,Medina,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2016,January,2
217,2017-10-28,2017-11-01,Standard Class,Jonathan Howell,Los Angeles,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,2017,October,28
218,2017-10-28,2017-11-01,Standard Class,Jonathan Howell,Los Angeles,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,2017,October,28
219,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2016,December,24
220,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,2016,December,24
221,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,2016,December,24
222,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,2016,December,24
223,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.98800000000006,2016,December,24
224,2016-12-24,2016-12-27,First Class,Joni Blumstein,Dublin,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003,2016,December,24
225,2016-08-09,2016-08-16,Standard Class,David Smith,Detroit,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,2016,August,9
226,2016-08-09,2016-08-16,Standard Class,David Smith,Detroit,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,2016,August,9
227,2016-08-09,2016-08-16,Standard Class,David Smith,Detroit,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,2016,August,9
228,2016-02-28,2016-03-04,Standard Class,Valerie Dominguez,Columbia,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.56799999999998,2016,February,28
229,2016-02-28,2016-03-04,Standard Class,Valerie Dominguez,Columbia,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.69599999999997,2016,February,28
230,2015-09-13,2015-09-17,Standard Class,Erin Ashbrook,Charlotte,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,2015,September,13
231,2018-04-07,2018-04-12,Standard Class,Christopher Schild,Tampa,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2018,April,7
232,2018-04-07,2018-04-12,Standard Class,Christopher Schild,Tampa,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,2018,April,7
233,2018-04-07,2018-04-12,Standard Class,Christopher Schild,Tampa,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.327999999999999,2018,April,7
234,2018-04-07,2018-04-12,Standard Class,Christopher Schild,Tampa,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,2018,April,7
235,2018-04-07,2018-04-12,Standard Class,Christopher Schild,Tampa,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,2018,April,7
236,2018-11-12,2018-11-16,Standard Class,David Bremer,Santa Clara,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2018,November,12
237,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,2017,June,4
238,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,2017,June,4
239,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.687999999999999,2017,June,4
240,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2017,June,4
241,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,2017,June,4
242,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,2017,June,4
243,2017-06-04,2017-06-09,Second Class,Ken Lonsdale,Chicago,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2017,June,4
244,2015-06-01,2015-06-06,Second Class,Dianna Wilson,Lakeville,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,2015,June,1
245,2015-06-01,2015-06-06,Second Class,Dianna Wilson,Lakeville,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2015,June,1
246,2015-06-01,2015-06-06,Second Class,Dianna Wilson,Lakeville,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,2015,June,1
247,2015-06-01,2015-06-06,Second Class,Dianna Wilson,Lakeville,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,2015,June,1
248,2015-06-01,2015-06-06,Second Class,Dianna Wilson,Lakeville,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,2015,June,1
249,2017-12-10,2017-12-15,Second Class,Logan Haushalter,San Francisco,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2017,December,10
250,2017-09-11,2017-09-17,Standard Class,Kelly Collister,San Diego,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,2017,September,11
251,2017-09-11,2017-09-17,Standard Class,Kelly Collister,San Diego,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,2017,September,11
252,2017-12-10,2017-12-13,First Class,Delfina Latchford,New York City,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,2017,December,10
253,2017-12-10,2017-12-13,First Class,Delfina Latchford,New York City,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,2017,December,10
254,2016-11-28,2016-12-04,Standard Class,Dan Reichenbach,Chicago,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,2016,November,28
255,2016-11-28,2016-12-04,Standard Class,Dan Reichenbach,Chicago,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2016,November,28
256,2016-11-28,2016-12-04,Standard Class,Dan Reichenbach,Chicago,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,2016,November,28
257,2016-11-28,2016-12-04,Standard Class,Dan Reichenbach,Chicago,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,2016,November,28
258,2018-12-01,2018-12-03,Second Class,Craig Carreira,New York City,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,2018,December,1
259,2018-12-01,2018-12-03,Second Class,Craig Carreira,New York City,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,2018,December,1
260,2018-12-01,2018-12-03,Second Class,Craig Carreira,New York City,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,2018,December,1
261,2018-06-08,2018-06-12,Standard Class,Dorris liebe,Pasadena,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2018,June,8
262,2015-09-19,2015-09-21,Second Class,Sean Braxton,Houston,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2015,September,19
263,2015-09-19,2015-09-21,Second Class,Sean Braxton,Houston,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,2015,September,19
264,2017-06-06,2017-06-13,Standard Class,Roy Collins,Chicago,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,2017,June,6
265,2016-11-10,2016-11-15,Standard Class,Alan Hwang,Brentwood,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2016,November,10
266,2018-06-16,2018-06-20,Standard Class,Claudia Bergmann,Chapel Hill,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.015999999999998,2018,June,16
